# LAMMPS data file written by OVITO Basic 3.7.0
2176 atoms
4 atom types
0.0 30.8462 xlo xhi
0.0 30.8083999977 ylo yhi
0.0 36.8757999809 zlo zhi

Masses

1 12.0107  # C
2 1.00794  # H
3 14.0067  # N
4 65.409  # Zn

Atoms  # atomic

1 1 13.3892398112 11.4156348744 15.7068782439
2 1 2.4585440034 12.9819643745 11.3463148961
3 1 1.4938032245 11.5960389876 12.7088757054
4 1 9.4470969656 13.207028768 10.0527118328
5 1 12.3736661321 6.2437032818 11.61661451
6 1 3.9660891582 1.4653456394 8.0075799659
7 1 9.469287184 13.7073200344 15.373705391
8 1 1.7910213022 7.3572570855 13.8817105238
9 1 1.5560373532 7.6183732285 11.7399640609
10 1 6.1549574318 15.3209353527 11.7401484399
11 1 13.663847557 6.0053740769 15.373705391
12 1 13.6868470177 5.5049287673 10.0528962118
13 1 2.6755375406 8.3240276253 13.459482614
14 1 5.9192283917 15.0588949602 13.8815261448
15 1 5.2514530427 5.2800184157 11.3464992751
16 1 3.7446735801 9.1674456401 8.0073955869
17 1 5.034749023 0.6213114579 13.459482614
18 1 0.232807476 2.6440514828 11.3793187371
19 1 10.760161548 13.9458032825 11.616430131
20 1 2.0328064673 3.7134070587 11.9505248788
21 1 11.6778526674 1.4653930885 1.2113700294
22 1 13.3895260911 11.6906642122 6.4873751116
23 1 14.0978557506 13.4803171769 7.4887374601
24 1 15.1895250825 12.7600197881 7.0585812533
25 1 10.3874293141 14.7824517304 4.9782329974
26 1 6.2167590035 3.8940930301 12.7088757054
27 1 7.4777146079 10.3461514835 11.3791343581
28 1 6.3859356709 9.6260081368 10.9489781513
29 1 5.6780940908 11.6905363934 2.7313905046
30 1 1.3248735757 5.778257383 1.7300281561
31 1 5.0348055006 7.0805109233 4.2405326188
32 1 2.0332469782 3.9884363965 2.7310217466
33 1 5.2522402796 2.4221415552 2.1273649009
34 1 6.2168954406 3.8080479148 3.4901100892
35 1 13.6870228279 2.1970952248 0.8337618376
36 1 13.6644982759 1.6967296579 6.1549397748
37 1 9.2671476655 7.6186521505 15.9168859248
